Circuit: * D:\Code\PSPICE\Schematic\integrator.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0269513 to 0.0269513
Heightened Def Con from 0.0269513 ++++++to 0.0269513
Heightened Def Con from 0.0269513 +to 0.0269513
Heightened Def Con from 0.0269513 to 0.0269513
Heightened Def Con from 0.0269513 to 0.0269513
Heightened Def Con from 0.0269513 +++++++++++++++++to 0.0269513
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 +to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 to 0.0269673
Heightened Def Con from 0.0269673 ++++++++++++++to 0.0269673
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 ++++to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 ++to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +++++++to 0.0269885
Heightened Def Con from 0.0269885 +to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 to 0.0269885
Heightened Def Con from 0.0269885 +++++++++++++++++to 0.0269885
Heightened Def Con from 0.0270044 +to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 to 0.0270044
Heightened Def Con from 0.0270044 +to 0.0270044
Heightened Def Con from 0.0270044 +++++++++++++++++++++to 0.0270044
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 ++++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++++++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 ++++to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 +++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++++to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 +to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 ++++to 0.0270256
Heightened Def Con from 0.0270256 ++to 0.0270256
Heightened Def Con from 0.0270256 to 0.0270256
Heightened Def Con from 0.0270256 +++++++++++++++to 0.0270256
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 ++to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +++to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 ++to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 ++to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 to 0.0270416
Heightened Def Con from 0.0270416 +++++++++++to 0.0270416
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +++++++to 0.0270627
Heightened Def Con from 0.0270627 +++to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 ++++to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270627 +to 0.0270627
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 ++to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 ++to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 +to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270787 to 0.0270787
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++++to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +++++++to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++++to 0.0270999
Heightened Def Con from 0.0270999 ++++++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 ++++++++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +++++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 ++to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 +to 0.0270999
Heightened Def Con from 0.0270999 to 0.0270999
Heightened Def Con from 0.0270999 +++++++++++++++++to 0.0270999
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 +++to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 +to 0.0271158
Heightened Def Con from 0.0271158 +to 0.0271158
Heightened Def Con from 0.0271158 +to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 to 0.0271158
Heightened Def Con from 0.0271158 +++++++++++++to 0.0271158
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +++++++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +++++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +++++to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +++++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 +++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 +to 0.027137
Heightened Def Con from 0.027137 ++to 0.027137
Heightened Def Con from 0.027137 to 0.027137
Heightened Def Con from 0.027137 to 0.027137
